ID1,ID2,Distance
MN426153.1,MN426878.1,0.0135933
MN426030.1,MN426069.1,0.0116974
MN426153.1,MN426882.1,0.0148854
MN426030.1,MN426074.1,0.0136713
MN426030.1,MN426075.1,0.0149738
MN426153.1,MN426885.1,0.0135782
MN426030.1,MN426081.1,0.00911343
MN426153.1,MN426906.1,0.0123242
MN426030.1,MN426098.1,0.0110734
MN426030.1,MN426102.1,0.00975307
MN426153.1,MN426916.1,0.0111098
MN426153.1,MN426932.1,0.0143046
MN426153.1,MN426934.1,0.0136024
MN426153.1,MN426938.1,0.0129554
MN426153.1,MN426939.1,0.014259
MN426030.1,MN426135.1,0.0149831
MN426153.1,MN426947.1,0.0136202
MN425756.1,MN425756.1,0
MN426030.1,MN426150.1,0.0130061
MN426153.1,MN426960.1,0.0129715
MN426030.1,MN426151.1,0.014319
MN426153.1,MN426962.1,0.0149612
MN426030.1,MN426155.1,0.01441
MN425900.1,MN425900.1,0
MN426030.1,MN426181.1,0.0149726
MN426030.1,MN426183.1,0.0130132
MN426030.1,MN426185.1,0.013672
MN426153.1,MN426999.1,0.0149602
MN426030.1,MN426194.1,0.0143813
MN426030.1,MN426197.1,0.0137203
MN425436.1,MN425765.1,0.00322864
MN426030.1,MN426206.1,0.0149799
MN426030.1,MN426209.1,0.0143532
MN426030.1,MN426212.1,0.0130436
MN426030.1,MN426305.1,0.0143317
MN426030.1,MN426330.1,0.01433
MN426030.1,MN426370.1,0.0137559
MN426358.1,MN426358.1,0
MN424606.1,MN424606.1,0
MN426030.1,MN426496.1,0.0149798
MN426030.1,MN426505.1,0.0136668
MN426030.1,MN426522.1,0.0149888
MN426030.1,MN426572.1,0.0143257
MN426030.1,MN426601.1,0.014986
MN426154.1,MN426154.1,0
MN426154.1,MN426155.1,0.0149458
MN426154.1,MN426167.1,0.00965299
MN426154.1,MN426176.1,0.0135542
MN426154.1,MN426177.1,0.0135655
MN426154.1,MN426180.1,0.0142036
MN426154.1,MN426183.1,0.013549
MN426154.1,MN426185.1,0.0148643
MN426154.1,MN426187.1,0.0148592
MN426154.1,MN426190.1,0.0109475
MN426154.1,MN426192.1,0.0122882
MN426154.1,MN426194.1,0.00967173
MN426154.1,MN426195.1,0.0116267
MN426154.1,MN426203.1,0.0103024
MN426154.1,MN426205.1,0.0116326
MN426154.1,MN426206.1,0.0122439
MN426154.1,MN426209.1,0.0135718
MN426154.1,MN426219.1,0.00836221
MN426154.1,MN426227.1,0.0148637
MN426262.1,MN426262.1,0
MN426154.1,MN426230.1,0.0148825
MN425254.1,MN425254.1,0
MN426030.1,MN426713.1,0.0124002
MN426030.1,MN426737.1,0.0149872
MN426154.1,MN426288.1,0.0129018
MN426154.1,MN426305.1,0.0148758
MN426030.1,MN426783.1,0.0117201
MN426358.1,MN426753.1,0.0149565
MN426154.1,MN426328.1,0.0148533
MN426154.1,MN426330.1,0.0149064
MN426154.1,MN426337.1,0.0149603
MN426154.1,MN426347.1,0.0103258
MN426154.1,MN426348.1,0.0142352
MN426030.1,MN426820.1,0.0137205
MN426154.1,MN426370.1,0.0136354
MN426030.1,MN426846.1,0.0136598
MN426030.1,MN426851.1,0.0143204
MN426030.1,MN426882.1,0.0149963
MN426030.1,MN426885.1,0.0116972
MN426030.1,MN426914.1,0.00974399
MN426030.1,MN426916.1,0.014506
MN426154.1,MN426474.1,0.0148957
MN426030.1,MN426938.1,0.0143635
MN426154.1,MN426485.1,0.0109511
MN426154.1,MN426486.1,0.0103047
MN426154.1,MN426498.1,0.0148532
MN426030.1,MN426959.1,0.0110436
MN426030.1,MN426960.1,0.0143567
MN426154.1,MN426505.1,0.0129017
MN426154.1,MN426569.1,0.0149214
MN426154.1,MN426570.1,0.0129329
MN426154.1,MN426572.1,0.0148689
MN424841.1,MN424841.1,0
MN426154.1,MN426595.1,0.013544
MN426154.1,MN426601.1,0.0142081
MN426154.1,MN426608.1,0.0142035
MN426154.1,MN426645.1,0.0148995
MN426154.1,MN426655.1,0.0122463
MN426154.1,MN426657.1,0.00900748
MN426154.1,MN426697.1,0.0149829
MN426154.1,MN426705.1,0.0116266
MN426154.1,MN426737.1,0.0142105
MN426154.1,MN426777.1,0.0148604
MN426154.1,MN426783.1,0.0109704
MN426154.1,MN426846.1,0.0142036
MN426154.1,MN426851.1,0.0142031
MN426154.1,MN426863.1,0.014226
MN426154.1,MN426867.1,0.0148878
MN426154.1,MN426882.1,0.00835776
MN426154.1,MN426885.1,0.0135605
MN425608.1,MN425608.1,0
MN426154.1,MN426906.1,0.0142631
MN426154.1,MN426910.1,0.0103269
MN426154.1,MN426916.1,0.0123914
MN426154.1,MN426934.1,0.0142175
MN426154.1,MN426938.1,0.0135801
MN426154.1,MN426947.1,0.0135871
MN426154.1,MN426960.1,0.0135804
MN426154.1,MN426979.1,0.0148737
MN426359.1,MN426359.1,0
MN426031.1,MN426031.1,0
MN426031.1,MN426032.1,0.0109726
MN426031.1,MN426033.1,0.0123284
MN426031.1,MN426036.1,0.0111145
MN426031.1,MN426037.1,0.0103269
MN426031.1,MN426038.1,0.0129342
MN426031.1,MN426043.1,0.0110517
MN426031.1,MN426044.1,0.00903775
MN426031.1,MN426046.1,0.0135915
MN426031.1,MN426049.1,0.0109812
MN426031.1,MN426050.1,0.0123094
MN426031.1,MN426051.1,0.0129251
MN426031.1,MN426052.1,0.013618
MN426031.1,MN426053.1,0.0136596
MN426031.1,MN426054.1,0.0136103
MN426031.1,MN426055.1,0.0148932
MN426031.1,MN426056.1,0.0122719
MN426031.1,MN426057.1,0.0136049
MN426031.1,MN426058.1,0.0129531
MN426031.1,MN426059.1,0.00967439
MN426031.1,MN426061.1,0.00967017
MN426031.1,MN426063.1,0.0122779
MN426031.1,MN426064.1,0.0116494
MN426031.1,MN426065.1,0.0116747
MN426031.1,MN426066.1,0.0129764
MN426031.1,MN426067.1,0.0129519
MN426031.1,MN426068.1,0.0122809
MN426031.1,MN426069.1,0.00772206
MN426031.1,MN426070.1,0.0123223
MN426031.1,MN426072.1,0.0123091
MN426031.1,MN426073.1,0.0116239
MN424841.1,MN425258.1,0.0146447
MN426031.1,MN426074.1,0.0109737
MN426031.1,MN426075.1,0.00902515
MN426031.1,MN426076.1,0.0135771
MN426031.1,MN426077.1,0.0142307
MN426031.1,MN426078.1,0.0142309
MN426031.1,MN426081.1,0.011724
MN426031.1,MN426082.1,0.00970137
MN426031.1,MN426083.1,0.0116455
MN426031.1,MN426085.1,0.00969056
MN426031.1,MN426087.1,0.0122763
MN426031.1,MN426088.1,0.0116628
MN426031.1,MN426089.1,0.0149572
MN426031.1,MN426090.1,0.0122813
MN426031.1,MN426092.1,0.0123173
MN426031.1,MN426093.1,0.0148819
MN426031.1,MN426094.1,0.0129275
MN426031.1,MN426095.1,0.0116775
MN425608.1,MN425704.1,0.0137475
MN426031.1,MN426097.1,0.014957
MN426031.1,MN426102.1,0.0116453
MN426031.1,MN426103.1,0.0103459
MN426031.1,MN426106.1,0.0135802
MN426031.1,MN426107.1,0.0130031
MN426031.1,MN426108.1,0.0149277
MN426031.1,MN426109.1,0.0129333
MN426031.1,MN426110.1,0.0109792
MN426031.1,MN426111.1,0.0129456
MN426031.1,MN426113.1,0.0149549
MN426031.1,MN426115.1,0.0136217
MN426031.1,MN426121.1,0.0123016
MN426031.1,MN426131.1,0.013626
MN426031.1,MN426133.1,0.00709382
MN426031.1,MN426135.1,0.010966
MN426031.1,MN426136.1,0.0110175
MN426031.1,MN426139.1,0.0135844
MN426031.1,MN426140.1,0.0136115
MN426031.1,MN426142.1,0.011052
MN426031.1,MN426143.1,0.0116328
MN426031.1,MN426145.1,0.0142587
MN426031.1,MN426146.1,0.0123124
MN426031.1,MN426148.1,0.0129306
MN426031.1,MN426150.1,0.00902324
MN426031.1,MN426151.1,0.0122813
MN426031.1,MN426152.1,0.0143106
MN426031.1,MN426153.1,0.0142493
MN426031.1,MN426155.1,0.011666
MN426031.1,MN426156.1,0.0142769
MN426031.1,MN426158.1,0.0138056
MN426031.1,MN426159.1,0.0129791
MN426031.1,MN426160.1,0.0129347
MN426031.1,MN426164.1,0.0136137
MN426031.1,MN426165.1,0.0142928
MN426031.1,MN426166.1,0.013584
MN426031.1,MN426167.1,0.0148891
MN426031.1,MN426169.1,0.0149457
MN426031.1,MN426170.1,0.0116455
MN426031.1,MN426176.1,0.0109727
MN426031.1,MN426177.1,0.00967095
MN426031.1,MN426178.1,0.0116267
MN426031.1,MN426180.1,0.0116279
MN426031.1,MN426181.1,0.0109672
MN426031.1,MN426182.1,0.0129674
MN426031.1,MN426183.1,0.00967021
MN426031.1,MN426184.1,0.0149221
MN426031.1,MN426185.1,0.0116221
MN426031.1,MN426187.1,0.0122813
MN426031.1,MN426188.1,0.0129776
MN426031.1,MN426189.1,0.0149289
MN426031.1,MN426190.1,0.012934
MN426031.1,MN426191.1,0.0143193
MN426031.1,MN426192.1,0.0142648
MN426031.1,MN426193.1,0.0136134
MN426031.1,MN426194.1,0.0129556
MN426031.1,MN426196.1,0.0116507
MN426031.1,MN426197.1,0.0129593
MN426031.1,MN426201.1,0.0122999
MN426031.1,MN426202.1,0.0123288
MN426031.1,MN426203.1,0.0149081
MN426031.1,MN426204.1,0.0136046
MN426031.1,MN426206.1,0.0129268
MN426031.1,MN426207.1,0.0136313
MN426031.1,MN426209.1,0.00903656
MN426031.1,MN426210.1,0.0142606
MN425901.1,MN425901.1,0
MN425057.1,MN425057.1,0
MN426031.1,MN426212.1,0.0149428
MN426031.1,MN426213.1,0.0109959
MN426031.1,MN426216.1,0.0149191
MN426031.1,MN426217.1,0.0143331
MN426031.1,MN426218.1,0.0136035
MN426031.1,MN426226.1,0.0129421
MN426031.1,MN426227.1,0.010327
MN426031.1,MN426228.1,0.0142588
MN426031.1,MN426230.1,0.0103377
MN426031.1,MN426232.1,0.0149514
MN426031.1,MN426235.1,0.0122745
MN426031.1,MN426238.1,0.0142521
MN426031.1,MN426239.1,0.0136371
MN426031.1,MN426243.1,0.0116743
MN426031.1,MN426244.1,0.014957
MN426031.1,MN426245.1,0.0142621
MN426031.1,MN426251.1,0.0149138
MN426031.1,MN426252.1,0.0103516
MN426031.1,MN426288.1,0.0149016
MN426031.1,MN426297.1,0.0135952
MN425057.1,MN425138.1,0.00777799
MN426031.1,MN426300.1,0.014276
MN426031.1,MN426301.1,0.0123287
MN426031.1,MN426302.1,0.0149844
MN425057.1,MN425141.1,0.00645891
MN425057.1,MN425143.1,0.00712056
MN426031.1,MN426305.1,0.0129267
MN426031.1,MN426306.1,0.0122813
MN426031.1,MN426310.1,0.0149199
MN426031.1,MN426313.1,0.0129625
MN426031.1,MN426318.1,0.0136991
MN426031.1,MN426320.1,0.0149048
MN426031.1,MN426325.1,0.0103417
MN426031.1,MN426327.1,0.0135923
MN426031.1,MN426328.1,0.00902519
MN426031.1,MN426330.1,0.0116545
MN425057.1,MN425171.1,0.00712394
MN425057.1,MN425176.1,0.0071236
MN426031.1,MN426339.1,0.0136181
MN426031.1,MN426342.1,0.0122702
MN426031.1,MN426343.1,0.0142342
MN426031.1,MN426345.1,0.0129499
MN426031.1,MN426353.1,0.0129302
MN426031.1,MN426354.1,0.0148933
MN426031.1,MN426355.1,0.0149168
MN426031.1,MN426360.1,0.0142586
MN426031.1,MN426364.1,0.0123195
MN426031.1,MN426366.1,0.0116861
MN426031.1,MN426368.1,0.0142862
MN426031.1,MN426369.1,0.0149452
MN426031.1,MN426370.1,0.0110263
MN425057.1,MN425210.1,0.00711998
MN426031.1,MN426371.1,0.0129773
MN425057.1,MN425213.1,0.00908305
MN426031.1,MN426374.1,0.0136131
MN426031.1,MN426375.1,0.0129355
MN426031.1,MN426378.1,0.013596
MN426155.1,MN426155.1,0
MN425057.1,MN425221.1,0.00905942
MN426155.1,MN426156.1,0.0123598
MN426155.1,MN426158.1,0.013209
MN426031.1,MN426387.1,0.0149535
MN426155.1,MN426159.1,0.0130647
MN426155.1,MN426160.1,0.0136557
MN426155.1,MN426161.1,0.0129756
MN426263.1,MN426263.1,0
MN426031.1,MN426392.1,0.0136139
MN426155.1,MN426163.1,0.0136978
MN425057.1,MN425231.1,0.00970343
MN426031.1,MN426393.1,0.0148931
MN426155.1,MN426164.1,0.0149985
MN425057.1,MN425232.1,0.00645389
MN426155.1,MN426165.1,0.0130401
MN426031.1,MN426395.1,0.0136314
MN426155.1,MN426166.1,0.0123339
MN426155.1,MN426167.1,0.0136441
MN426031.1,MN426398.1,0.0143108
MN426155.1,MN426170.1,0.0123817
MN426155.1,MN426171.1,0.014353
MN426031.1,MN426403.1,0.0142421
MN426155.1,MN426173.1,0.0143606
MN426155.1,MN426176.1,0.010391
MN426031.1,MN426407.1,0.0142478
MN426155.1,MN426177.1,0.0123406
MN426155.1,MN426178.1,0.0116819
MN426155.1,MN426180.1,0.0116777
MN426155.1,MN426181.1,0.012341
MN426155.1,MN426182.1,0.0130313
MN426155.1,MN426183.1,0.00971499
MN426031.1,MN426416.1,0.0149925
MN426155.1,MN426184.1,0.0136789
MN426155.1,MN426185.1,0.0103736
MN426031.1,MN426418.1,0.00967097
MN426155.1,MN426187.1,0.0123418
MN426155.1,MN426188.1,0.01307
MN426031.1,MN426423.1,0.0129516
MN426155.1,MN426190.1,0.0116831
MN426155.1,MN426191.1,0.0143845
MN426031.1,MN426425.1,0.0135753
MN426155.1,MN426192.1,0.0130285
MN426155.1,MN426193.1,0.0137062
MN426155.1,MN426194.1,0.011714
MN426031.1,MN426429.1,0.0149087
MN426155.1,MN426196.1,0.011717
MN425057.1,MN425269.1,0.00777802
MN426155.1,MN426197.1,0.0117235
MN425057.1,MN425273.1,0.00648119
MN426155.1,MN426201.1,0.012365
MN426155.1,MN426202.1,0.0124037
MN426155.1,MN426203.1,0.0136592
MN426155.1,MN426204.1,0.0149881
MN426155.1,MN426206.1,0.0129959
MN426155.1,MN426207.1,0.0143463
MN426155.1,MN426209.1,0.00908386
MN426031.1,MN426447.1,0.014238
MN426155.1,MN426210.1,0.0143184
MN426155.1,MN426212.1,0.0123881
MN425757.1,MN425757.1,0
MN426155.1,MN426213.1,0.00973384
MN426031.1,MN426450.1,0.0129709
MN426155.1,MN426215.1,0.0149797
MN426155.1,MN426216.1,0.0149987
MN426155.1,MN426217.1,0.0144049
MN426155.1,MN426218.1,0.0123646
MN426155.1,MN426219.1,0.0143045
MN426031.1,MN426458.1,0.0123213
MN426031.1,MN426460.1,0.0135752
MN426155.1,MN426223.1,0.0136707
MN426155.1,MN426226.1,0.0123522
MN426155.1,MN426227.1,0.0103803
MN426155.1,MN426228.1,0.0143331
MN426155.1,MN426229.1,0.0129959
MN426155.1,MN426230.1,0.0103847
MN425057.1,MN425309.1,0.00710979
MN426155.1,MN426235.1,0.0123231
MN426155.1,MN426238.1,0.0143674
MN426155.1,MN426239.1,0.0137078
MN425437.1,MN425437.1,0
MN424841.1,MN425711.1,0.0125641
MN426155.1,MN426243.1,0.0117353
MN426155.1,MN426245.1,0.0130278
MN426031.1,MN426468.1,0.014957
MN426155.1,MN426250.1,0.0149848
MN426155.1,MN426251.1,0.0149825
MN426031.1,MN426470.1,0.0135841
MN426155.1,MN426252.1,0.0117265
MN426031.1,MN426474.1,0.0142717
MN426031.1,MN426478.1,0.0129605
MN426031.1,MN426479.1,0.0136598
MN426031.1,MN426485.1,0.0135828
MN426031.1,MN426486.1,0.0148867
MN426031.1,MN426487.1,0.0129212
MN426031.1,MN426488.1,0.0123365
MN426031.1,MN426493.1,0.0142697
MN425057.1,MN425356.1,0.00710619
MN426031.1,MN426496.1,0.012932
MN426031.1,MN426497.1,0.0122939
MN426031.1,MN426498.1,0.0116328
MN426031.1,MN426505.1,0.00838441
MN425057.1,MN425366.1,0.00840599
MN426155.1,MN426288.1,0.0136585
MN426031.1,MN426508.1,0.0143479
MN426031.1,MN426509.1,0.0149061
MN426031.1,MN426516.1,0.0136137
MN425057.1,MN425376.1,0.0103664
MN426155.1,MN426297.1,0.0136664
MN426031.1,MN426518.1,0.0142451
MN426155.1,MN426300.1,0.0143419
MN426155.1,MN426301.1,0.0123842
MN426031.1,MN426522.1,0.0103201
MN426155.1,MN426305.1,0.0129959
MN426155.1,MN426306.1,0.0136664
MN426031.1,MN426527.1,0.0149145
MN426031.1,MN426528.1,0.00906598
MN426155.1,MN426308.1,0.0143035
MN426155.1,MN426310.1,0.0149743
MN426031.1,MN426531.1,0.0143319
MN426155.1,MN426312.1,0.0136521
MN426031.1,MN426535.1,0.0143091
MN426155.1,MN426315.1,0.0143245
MN426031.1,MN426539.1,0.0142649
MN426155.1,MN426318.1,0.0137736
MN426031.1,MN426540.1,0.0136247
MN426031.1,MN426541.1,0.0129556
MN426155.1,MN426320.1,0.012993
MN426031.1,MN426544.1,0.012942
MN426031.1,MN426546.1,0.0109874
MN426155.1,MN426325.1,0.0117128
MN426155.1,MN426327.1,0.0136655
MN425057.1,MN425409.1,0.0090656
MN426031.1,MN426549.1,0.0109949
MN426155.1,MN426328.1,0.0129931
MN426155.1,MN426330.1,0.0103921
MN426155.1,MN426331.1,0.0137421
MN426031.1,MN426555.1,0.0149216
MN426155.1,MN426334.1,0.0137151
MN426155.1,MN426335.1,0.0149851
MN426031.1,MN426558.1,0.0149067
MN426155.1,MN426339.1,0.0136841
MN426031.1,MN426562.1,0.0149224
MN426155.1,MN426341.1,0.0144022
MN426155.1,MN426342.1,0.0123524
MN426155.1,MN426344.1,0.0136441
MN426155.1,MN426345.1,0.0130282
MN426031.1,MN426569.1,0.0136301
MN426031.1,MN426570.1,0.0149277
MN426155.1,MN426347.1,0.0143394
MN426155.1,MN426348.1,0.0143449
MN426031.1,MN426572.1,0.00903086
MN426031.1,MN426573.1,0.0149511
MN426155.1,MN426353.1,0.0130057
MN426155.1,MN426354.1,0.0136523
MN426031.1,MN426579.1,0.0142905
MN426031.1,MN426581.1,0.0149904
MN426031.1,MN426584.1,0.0129374
MN426155.1,MN426360.1,0.0143199
MN426155.1,MN426361.1,0.0149698
MN426155.1,MN426364.1,0.00193085
MN426155.1,MN426366.1,0.0117587
MN426155.1,MN426368.1,0.0143608
MN426031.1,MN426595.1,0.0116126
MN426155.1,MN426370.1,0.00977282
MN426155.1,MN426371.1,0.00257688
MN425057.1,MN425459.1,0.0103642
MN426031.1,MN426599.1,0.0129423
MN425057.1,MN425460.1,0.00840921
MN426155.1,MN426374.1,0.0136811
MN426031.1,MN426600.1,0.0135923
MN425057.1,MN425461.1,0.00711743
MN426155.1,MN426375.1,0.0129958
MN426031.1,MN426601.1,0.00967887
MN426031.1,MN426603.1,0.0136135
MN426155.1,MN426378.1,0.0136506
MN426031.1,MN426604.1,0.0143489
MN426031.1,MN426605.1,0.0129422
MN426155.1,MN426380.1,0.0143756
MN426031.1,MN426608.1,0.0122719
MN425057.1,MN425469.1,0.00971709
MN426031.1,MN426612.1,0.0149709
MN426155.1,MN426387.1,0.0137195
MN425057.1,MN425474.1,0.00907687
MN425057.1,MN425475.1,0.014311
MN426155.1,MN426389.1,0.0143803
MN426155.1,MN426391.1,0.0149647
MN426155.1,MN426392.1,0.0110406
MN426155.1,MN426393.1,0.0149573
MN425057.1,MN425485.1,0.00909813
MN426155.1,MN426398.1,0.01438
MN426155.1,MN426403.1,0.0143242
MN426155.1,MN426407.1,0.0143132
MN426031.1,MN426639.1,0.012317
MN426031.1,MN426640.1,0.0142654
MN426155.1,MN426411.1,0.013922
MN426031.1,MN426642.1,0.0149256
MN426031.1,MN426647.1,0.0129991
MN426155.1,MN426418.1,0.0136659
MN426155.1,MN426419.1,0.0142829
MN426155.1,MN426423.1,0.0116898
MN426155.1,MN426425.1,0.0136367
MN426155.1,MN426426.1,0.0143887
MN426155.1,MN426427.1,0.0130215
MN426155.1,MN426428.1,0.0137083
MN426155.1,MN426429.1,0.014985
MN426031.1,MN426652.1,0.0135931
MN425057.1,MN425534.1,0.00905518
MN426031.1,MN426655.1,0.0103222
MN426031.1,MN426657.1,0.0148931
MN426031.1,MN426659.1,0.0135843
MN425057.1,MN425540.1,0.00971691
MN426031.1,MN426671.1,0.0129946
MN425057.1,MN425551.1,0.0097159
MN426155.1,MN426458.1,0.0130288
MN426155.1,MN426460.1,0.0129874
MN426031.1,MN426679.1,0.014914
MN426031.1,MN426680.1,0.0149567
MN426031.1,MN426681.1,0.0142845
MN426155.1,MN426465.1,0.0136541
MN426155.1,MN426467.1,0.0149858
MN426155.1,MN426469.1,0.0142861
MN426155.1,MN426470.1,0.0136378
MN426155.1,MN426472.1,0.0149697
MN426031.1,MN426691.1,0.0149722
MN426155.1,MN426474.1,0.0117034
MN426031.1,MN426694.1,0.0149513
MN426155.1,MN426478.1,0.0117169
MN426155.1,MN426479.1,0.0137374
MN426031.1,MN426697.1,0.0110651
MN426031.1,MN426698.1,0.0149056
MN426031.1,MN426699.1,0.0142761
MN426155.1,MN426485.1,0.0142925
MN426155.1,MN426486.1,0.0149661
MN426155.1,MN426487.1,0.0143185
MN426155.1,MN426488.1,0.0124008
MN426031.1,MN426709.1,0.0142538
MN426155.1,MN426490.1,0.0144615
MN426031.1,MN426710.1,0.0142694
MN426155.1,MN426494.1,0.0143756
MN426155.1,MN426496.1,0.0116772
MN426155.1,MN426497.1,0.011695
MN426155.1,MN426498.1,0.0123328
MN426031.1,MN426717.1,0.0142345
MN426155.1,MN426502.1,0.0149835
MN426155.1,MN426505.1,0.00971614
MN426031.1,MN426721.1,0.0143076
MN426155.1,MN426506.1,0.0143415
MN426155.1,MN426508.1,0.0117583
MN426155.1,MN426509.1,0.0149715
MN426155.1,MN426516.1,0.013696
MN426155.1,MN426518.1,0.0143183
MN426031.1,MN426737.1,0.00967476
MN426031.1,MN426738.1,0.0149068
MN426155.1,MN426522.1,0.0116831
MN426155.1,MN426523.1,0.0143367
MN426155.1,MN426524.1,0.0136585
MN426155.1,MN426525.1,0.0136929
MN426155.1,MN426527.1,0.013681
MN426155.1,MN426528.1,0.014366
MN426155.1,MN426531.1,0.0130689
MN426155.1,MN426533.1,0.0136929
MN426155.1,MN426538.1,0.0143635
MN426031.1,MN426759.1,0.0149407
MN426155.1,MN426539.1,0.0143351
MN426031.1,MN426761.1,0.0129969
MN426155.1,MN426541.1,0.0143465
MN426155.1,MN426542.1,0.0136711
MN426155.1,MN426544.1,0.0130155
MN426031.1,MN426766.1,0.0143039
MN426155.1,MN426546.1,0.0129969
MN426031.1,MN426769.1,0.0149132
MN426155.1,MN426549.1,0.011045
MN426155.1,MN426555.1,0.0136545
MN426031.1,MN426777.1,0.0116266
MN426155.1,MN426558.1,0.0136507
MN426031.1,MN426783.1,0.00773696
MN426155.1,MN426562.1,0.014987
MN426155.1,MN426563.1,0.0136884
MN426031.1,MN426785.1,0.0149743
MN426031.1,MN426790.1,0.0142414
MN426155.1,MN426569.1,0.0110647
MN426031.1,MN426793.1,0.0148923
MN426155.1,MN426572.1,0.010371
MN426155.1,MN426573.1,0.012382
MN426155.1,MN426577.1,0.0149638
MN426155.1,MN426578.1,0.0143311
MN426155.1,MN426579.1,0.0143606
MN426155.1,MN426581.1,0.0137646
MN426155.1,MN426584.1,0.0143136
MN426031.1,MN426811.1,0.0142784
MN426031.1,MN426819.1,0.0129966
MN426155.1,MN426595.1,0.00906523
MN426031.1,MN426820.1,0.0136133
MN426031.1,MN426823.1,0.0096723
MN426155.1,MN426599.1,0.0130451
MN426155.1,MN426600.1,0.0123404
MN426155.1,MN426601.1,0.0110272
MN426155.1,MN426603.1,0.0136817
MN426155.1,MN426605.1,0.0130449
MN426155.1,MN426608.1,0.01103
MN426155.1,MN426612.1,0.0123875
MN426031.1,MN426846.1,0.0083719
MN426031.1,MN426851.1,0.0103215
MN426031.1,MN426853.1,0.0137856
MN426031.1,MN426855.1,0.0122884
MN426031.1,MN426863.1,0.0109847
MN426031.1,MN426866.1,0.0129211
MN426031.1,MN426867.1,0.0116434
MN426155.1,MN426640.1,0.0130149
MN426155.1,MN426643.1,0.014345
MN426031.1,MN426878.1,0.0109746
MN426155.1,MN426645.1,0.0143728
MN426031.1,MN426882.1,0.0122714
MN426031.1,MN426885.1,0.00966447
MN426155.1,MN426652.1,0.0136445
MN426031.1,MN426890.1,0.0129373
MN426155.1,MN426655.1,0.0090581
MN426155.1,MN426657.1,0.013652
MN426031.1,MN426903.1,0.01366
MN426360.1,MN426360.1,0
MN426031.1,MN426906.1,0.00970995
MN426155.1,MN426669.1,0.0143473
MN426360.1,MN426364.1,0.0149791
MN426031.1,MN426914.1,0.0149924
MN426031.1,MN426916.1,0.00847727
MN426360.1,MN426370.1,0.0143151
MN426155.1,MN426679.1,0.0136802
MN426155.1,MN426681.1,0.0143393
MN426360.1,MN426374.1,0.014272
MN426360.1,MN426375.1,0.0149081
MN426155.1,MN426688.1,0.013077
MN426360.1,MN426378.1,0.0142501
MN426155.1,MN426691.1,0.0137199
MN426155.1,MN426697.1,0.0118066
MN426155.1,MN426698.1,0.013653
MN426155.1,MN426699.1,0.0117289
MN426031.1,MN426924.1,0.0136451
MN426360.1,MN426392.1,0.0142724
MN426031.1,MN426927.1,0.0103259
MN426031.1,MN426928.1,0.0148994
MN426031.1,MN426930.1,0.0129305
MN426031.1,MN426932.1,0.0129943
MN426031.1,MN426934.1,0.0109794
MN426155.1,MN426710.1,0.0143374
MN426031.1,MN426936.1,0.0129425
MN426031.1,MN426937.1,0.0149437
MN426031.1,MN426938.1,0.0103391
MN426155.1,MN426714.1,0.0143281
MN426031.1,MN426939.1,0.012946
MN426155.1,MN426717.1,0.0143068
MN426031.1,MN426946.1,0.0129609
MN426155.1,MN426721.1,0.0130532
MN426031.1,MN426947.1,0.0109961
MN426031.1,MN426955.1,0.0122813
MN426031.1,MN426959.1,0.0129272
MN426031.1,MN426960.1,0.0103471
MN426031.1,MN426961.1,0.0149215
MN426031.1,MN426962.1,0.0123289
MN426155.1,MN426737.1,0.00971738
MN426155.1,MN426739.1,0.0123974
MN426263.1,MN426984.1,0.0103269
MN426263.1,MN426987.1,0.0123067
MN426031.1,MN426979.1,0.0142524
MN426031.1,MN426983.1,0.0137132
MN426360.1,MN426447.1,0.0148953
MN426031.1,MN426986.1,0.0142925
MN426155.1,MN426759.1,0.0123916
MN426155.1,MN426767.1,0.0144177
MN426360.1,MN426458.1,0.012968
MN426155.1,MN426769.1,0.0123646
MN426031.1,MN426999.1,0.0123279
MN426031.1,MN427002.1,0.0129837
MN426155.1,MN426777.1,0.0116816
MN426360.1,MN426470.1,0.0135839
MN426155.1,MN426780.1,0.0136703
MN426360.1,MN426474.1,0.0149264
MN426155.1,MN426783.1,0.00647429
MN426155.1,MN426789.1,0.0143106
MN426155.1,MN426791.1,0.0129855
MN426155.1,MN426793.1,0.0136571
MN426360.1,MN426488.1,0.0136575
MN426360.1,MN426497.1,0.0136032
MN426360.1,MN426498.1,0.007074
MN426155.1,MN426811.1,0.0130179
MN426360.1,MN426505.1,0.0103268
MN426155.1,MN426819.1,0.0143754
MN426155.1,MN426820.1,0.0123762
MN426155.1,MN426823.1,0.013645
MN426360.1,MN426516.1,0.0142755
MN426360.1,MN426518.1,0.00773256
MN426155.1,MN426829.1,0.0137196
MN426360.1,MN426528.1,0.0149578
MN426155.1,MN426846.1,0.00971499
MN426155.1,MN426851.1,0.0103715
MN426155.1,MN426853.1,0.0138512
MN426155.1,MN426855.1,0.0110363
MN426360.1,MN426549.1,0.0142753
MN426155.1,MN426863.1,0.00973323
MN426155.1,MN426866.1,0.0103554
MN426155.1,MN426867.1,0.0104003
MN426360.1,MN426569.1,0.0142861
MN426360.1,MN426572.1,0.0122861
MN426155.1,MN426878.1,0.0110299
MN426155.1,MN426882.1,0.0110236
MN426155.1,MN426885.1,0.00972192
MN426155.1,MN426886.1,0.0136797
MN426360.1,MN426584.1,0.0149147
